    x    y  z
 -222  274  4
  190  -97  2
  100  195  0
  -92  106  3
  -88   75  3
 -110   42  3
  124  192  0
  105  154  0
 -251  173  4
 -143  154  4
 -109   67  3
 -220  164  4
  -93   77  3
  -94   88  3
 -172  186  4
 -227  202  4
 -149  176  4
 -193 -240  1
 -234 -243  1
  129 -120  2
  263   52  3
 -195 -191  1
  -85   61  3
 -210 -216  1
  115 -184  2
 -181 -179  1
  -71 -160  2
  172 -138  2
 -164 -222  1
  117  199  0
 -184  211  4
 -212 -200  1
   77  214  0
  -82   49  3
 -186  184  4
  143 -155  2
  129 -202  2
  -92   66  3
 -131   32  3
 -197  194  4
 -105   98  3
 -208 -172  1
 -214  180  4
 -114   86  3
  156 -130  2
 -192  142  4
 -108  101  3
  161 -175  2
  142 -188  2
 -172  239  4
 -216  220  4
  103 -166  2
  115 -130  2
 -187  154  4
 -116   33  3
  144 -119  2
 -226 -166  1
 -185 -201  1
  133 -115  2
  132 -109  2
 -176  194  4
  109  286  0
 -198  171  4
  -62   45  3
 -114   56  3
 -188  230  4
 -117   57  3
   59  156  0
 -180  214  4
 -121   59  3
 -157 -229  1
  107 -145  2
 -200 -186  1
  -87   28  3
  124  202  0
  -94   52  3
 -166 -189  1
  137 -134  2
   60  232  0
 -169  229  4
 -180  254  4
  102  203  0
  107 -116  2
  141  178  0
 -122   34  3
 -155  169  4
 -182 -222  1
 -183  255  4
   82  192  0
 -246  179  4
  -99   29  3
 -215 -227  1
  158 -178  2
  181 -131  2
  138 -150  2
 -242 -205  1
 -180 -155  1
 -132   75  3
  173 -131  2
  190 -143  2
  140 -162  2
 -196 -231  1
  159  172  0
 -142 -197  1
  129  196  0
   79  184  0
  137 -169  2
  159 -125  2
 -208  180  4
 -198  212  4
  -82   59  3
   74  237  0
 -135  178  4
 -224   87  4
 -181  209  4
 -216 -198  1
 -209 -166  1
 -187 -155  2
 -195  174  4
 -218 -198  1
 -216  193  4
 -209  168  4
 -158  176  4
  113  124  0
  121  144  0
 -195 -212  1
  101  180  0
  131 -138  2
  102 -117  2
 -173 -227  1
  129  244  0
   87  213  0
 -218  222  4
  -87   81  3
 -169  216  4
   99  229  0
 -179  221  4
 -236 -228  1
 -141 -148  1
  131 -145  2
  151 -140  2
   99 -143  2
 -190 -186  1
   42  191  0
  138 -147  2
  -35 -142  2
 -186  101  3
  131 -116  2
  142 -180  2
 -197  218  4
 -199 -196  1
 -181 -221  1
   66  224  0
 -240 -214  1
  108 -154  2
  142 -126  2
  182 -133  2
  121  -93  2
 -109   90  3
 -228 -205  1
 -211  204  4
  110  192  0
  142 -169  2
 -155 -191  1
 -169 -176  1
 -184  174  4
 -167 -186  1
 -176 -191  1
   94  208  0
 -171  232  4
  -83   51  3
 -128   52  3
 -203  213  4
 -218 -209  1
  112  235  0
   59  179  0
 -212 -198  1
 -211 -202  1
  -95   49  3
   97  157  0
 -162  199  4
  -90  123  3
 -219 -172  1
  154 -146  2
  135 -163  2
 -181 -236  1
 -123   73  3
 -197 -219  1
   63  245  0
 -169 -216  1
  237 -170  1
 -206  155  4
  212 -185  2
  134  209  0
  -74  121  3
  164 -134  2
  145 -143  2
   92  206  0
 -225 -206  1
 -199  198  4
 -132   52  3
 -168 -201  1
  130 -177  2
  136 -160  2
 -188  172  4
  169 -138  2
 -205 -194  1
 -190  142  4
  -76   25  3
 -194  202  4
  -85   27  3
  -47   43  3
   95  173  0
 -122  197  4
 -172  205  4
 -220  173  4
   93  207  0
   98 -166  2
 -250 -194  1
 -218 -206  1
 -190 -176  1
 -134   44  3
  -94   69  3
 -202 -165  1
 -207 -208  1
 -113   62  3
 -118  135  3
 -177 -233  1
 -113  142  3
 -109   50  3
  100  216  0
 -117   80  3
 -202  156  4
 -216  206  4
  156 -156  2
  146 -111  2
  217 -165  2
 -195  173  4
 -193  213  4
   92  226  0
 -191  201  4
 -232  237  4
   91 -119  2
 -127   76  3
  165 -164  2
 -171  171  4
 -207  218  4
  181 -165  2
 -172 -191  1
 -176 -196  1
 -245 -206  1
 -200 -150  1
  116  206  0
 -124   69  3
  111  221  0
  -78   86  3
   44  193  0
  109 -140  2
 -224  186  4
 -226 -241  1
 -154   91  3
 -214 -184  1
 -193 -233  1
  -91   78  3
  -68  124  3
   79  232  0
  166 -141  2
  135  181  0
 -170 -200  1
  -63  110  3
 -198  191  4
 -138   -4  3
 -193  244  4
   75  205  0
 -218  248  4
  123  172  0
  151  -99  2
 -167  234  4
 -147  157  4
   92  230  0
 -119   35  3
  -73   74  3
   89  214  0
  102  162  0
 -136   -8  3
  110  190  0
   86  196  0
 -194 -178  1
   80  233  0
 -205  171  4
 -199  220  4
  133  230  0
 -172 -200  1
  -96   82  3
 -171  191  4
 -122   87  3
 -226 -176  1
 -241  241  4
  157 -147  2
 -179 -214  1
   97  197  0
 -194 -219  1
  112  176  0
  -81   80  3
 -193 -221  1
 -100   63  3
   80  219  0
  -95  105  3
 -216  180  4
 -133   67  3
 -238  241  4
  151 -188  2
 -116   67  3
  100  225  0
  -95   99  3
 -133   82  3
  180 -162  2
  149  218  0
   95  227  0
 -215  230  4
  112 -178  2
 -198 -197  1
  -93  112  3
 -211 -195  1
 -167 -171  1
 -217  216  4
  139 -125  2
  146 -119  2
 -200  263  4
  102  200  0
 -110   61  3
 -173 -240  1
  112  214  0
   94  183  0
 -100   66  3
 -109   78  3
 -216  221  4
 -222 -225  1
 -123   75  3
  183 -137  2
 -259  197  4
 -104   54  3
 -199 -243  1
  133  181  0
 -165 -176  1
 -167 -199  1
  151 -137  2
  109  216  0
 -188 -216  1
 -196 -188  1
  123  167  0
  -89   25  3
 -224  221  4
  149 -157  2
  174 -199  2
 -177 -189  1
 -114   54  3
  137 -184  2
   81  144  0
  167 -129  2
   98  240  0
  167 -131  2
  -61   59  3
   84  218  0
 -182  166  4
  126 -150  2
  167 -106  2
  156 -157  2
   72  208  0
 -100   41  3
 -201  197  4
 -215 -183  1
 -104   61  3
  145  173  0
 -139   66  3
  140 -165  2
 -206  210  4
 -169 -259  1
 -204  172  4
   75  184  0
  -84   92  3
 -170  235  4
   99  204  0
  131 -162  2
  -97   42  3
  181 -196  2
  118 -131  2
  -67  113  3
  120 -178  2
  115  182  0
 -218  206  4
 -106   75  3
  127  212  0
   65  232  0
 -202  168  4
  -59   50  3
  114  165  0
 -203 -202  1
 -184 -173  1
 -196  213  4
  131 -186  2
  -77   70  3
  -94   69  3
 -184  164  4
 -161   43  3
 -170  193  4
 -238 -190  1
  133 -133  2
  -87   48  3
 -189 -164  1
 -103   66  3
   84  215  0
  142 -158  2
  125 -176  2
 -173  186  4
 -219 -188  1
 -150 -192  1
  109 -100  2
  114  181  0
 -178  201  4
  126 -160  2
 -230  201  4
 -121   34  3
  159 -150  2
  104  222  0
   90  185  0
 -123   73  3
  125 -119  2
 -164  171  4
 -235 -191  1
 -209 -195  1
  -96   45  3
 -205  221  4
 -202 -177  1
 -199  232  4
 -202 -154  1
 -215  194  4
  150  198  0
  -80   50  3
  121  176  0
 -200 -195  1
 -188  170  4
 -208 -147  1
 -218  201  4
  116 -134  2
 -112   63  3
  183 -131  2
   98  191  0
 -131   90  3
  146   21  3
 -186 -208  1
  -70   31  3
  190 -132  2
  150 -114  2
 -250 -199  1
 -150 -195  1
  136 -105  2
 -169  226  4
  111  193  0
  -78   73  3
 -193  212  4
 -107   36  3
  187 -167  2
   69  189  0
 -120  101  3
  -46  119  3
 -114   49  3
 -208  190  4
  -83   54  3
 -201 -235  1
 -112   69  3
  153 -158  2
  167 -131  2
 -188 -175  1
  111  210  0
 -180  171  4
 -173  201  4
 -121  231  4
  206 -141  2
  176 -170  2
 -210  202  4
 -148  204  4
  -18   71  3
  149 -184  2
 -112  122  3
 -203 -190  1
 -240 -203  1
 -116   55  3
  159 -148  2
  192 -195  2
  164 -146  2
  113  207  0
  110  226  0
 -211 -199  1
 -194 -175  1
 -185 -203  1
 -211  242  4
   82  207  0
 -214  167  4
  132 -132  2
  148 -157  2
 -184  159  4
 -205 -193  1
 -264 -204  1
 -115   74  3
  108  163  0
  142 -153  2
 -222  180  4
 -179  172  4
 -107   51  3
 -236 -187  1
 -118   63  3
  114 -162  2
  -60  108  3
   25  187  0
 -198  202  4
 -121   76  3
 -209 -227  1
  112  216  0
  -91   48  3
 -116   87  3
  -69   57  3
   69  245  0
  146 -163  2
  104  220  0
  188 -185  2
   91  198  0
   96  219  0
 -157  235  4
   77  205  0
   56  224  0
  186 -155  2
  149 -169  2
   99  214  0
 -111   56  3
  175 -152  2
 -201  218  4
   65  178  0
 -171  197  4
 -185 -148  1
  -97   53  3
   60  236  0
 -220 -194  1
  -96   56  3
 -209  191  4
   72  167  0
  189 -168  2
   52  221  0
 -147  185  4
 -206 -234  1
 -197 -158  1
  108 -158  2
  112 -100  2
 -184  181  4
 -208  213  4
  -99   56  3
   71  207  0
 -209 -205  1
 -121   69  3
   89  173  0
   68  224  0
   91  161  0
 -173 -160  1
  182 -117  2
  186 -140  2
  -99   87  3
  102  196  0
 -186  200  4
 -219  195  4
   92  165  0
   63  189  0
 -145  219  4
  167  -79  2
 -193 -200  1
  193 -136  2
   98  210  0
 -201  220  4
   86  188  0
   66  195  0
  -88  104  3
  135  235  0
 -214  221  4
   89  216  0
 -205  162  4
  152 -159  2
 -135   86  3
 -184  160  4
  105  156  0
 -183  234  4
 -235 -201  1
 -230 -228  1
  115 -138  2
  166 -151  2
  159 -186  2
  128 -128  2
  174 -194  2
   86  170  0
  135 -108  2
 -203  203  4
 -230  127  4
  139  211  0
  -72   76  3
   91  236  0
 -125  115  3
  -77  110  3
 -188  196  4
  160 -109  2
 -129   73  3
 -181 -168  1
 -148 -195  1
   94  204  0
  130  164  0
 -199 -243  1
  120  244  0
 -195 -183  1
   97  210  0
 -102   62  3
 -231  179  4
   87  195  0
  -94   95  3
  141 -160  2
 -200 -228  1
 -211 -168  1
 -183  184  4
 -163  206  4
  149 -146  2
  140 -144  2
  122  189  0
 -185 -179  1
   88  212  0
  139  193  0
  110  220  0
 -190  176  4
 -174 -202  1
 -198  168  4
 -195 -194  1
 -251  213  4
 -194  214  4
 -190 -217  1
  124  -85  0
 -158 -198  1
 -203 -224  1
 -219  179  4
 -143 -214  1
   90  228  0
 -200 -159  1
 -214 -202  1
  151 -163  2
 -190  172  4
 -229 -222  1
 -198  209  4
  159 -172  2
   93  207  0
  -71   85  3
 -132   42  3
   90  220  0
 -222  191  4
  195 -199  2
  185 -120  2
  122 -158  2
   49  162  4
  -80   90  3
   75  206  0
 -222  183  4
 -102  110  3
 -191 -150  1
  150 -163  2
  121 -157  2
 -174 -163  1
 -141   57  3
 -159 -165  1
   80  207  0
 -149   77  3
  164  205  0
  149  168  0
  130 -193  2
 -216 -149  1
   68  201  0
 -118   68  3
 -228 -223  1
 -148  167  4
   98  237  0
  137 -125  2
 -190  211  4
  -57   90  3
 -109   87  3
 -161  229  4
 -193 -191  1
 -241 -159  1
 -202 -238  1
  173 -157  2
 -213 -215  1
 -215 -194  1
   80  247  0
 -185  229  4
  -87   70  3
  159 -163  2
 -207 -176  1
  174 -167  2
  142  158  0
  -98   89  3
 -221 -192  1
  134  192  0
 -232 -196  1
 -203 -263  1
  -95   73  3
  -78   58  3
  110 -129  2
  127 -125  2
 -233  220  4
   99  205  0
 -203  241  4
   86  243  0
 -182 -231  1
  104  209  0
  -66   68  3
  100  202  0
 -139   45  3
 -221  205  4
 -249  212  4
  -51   60  3
 -165 -192  1
 -104   61  3
 -202 -194  1
 -243 -205  1
  123 -160  2
  174 -131  2
  141 -147  2
  117  191  0
  127  196  0
 -183 -218  1
  -99  103  3
  -85  106  3
  -86  104  3
  143 -208  2
 -234  220  4
  149  190  0
   69  171  0
 -186 -214  1
   90  213  0
 -226 -256  1
 -114   57  3
 -198 -248  1
   71  207  0
   84  168  0
 -101   67  3
  169 -161  2
 -232 -189  1
 -182  209  4
   84  173  0
  -90   87  3
 -250  201  4
  151 -145  2
  -99   66  3
  111 -144  2
 -120   76  3
 -229  243  4
  -60   47  3
 -208 -210  1
 -210 -197  1
 -203  -54  4
 -224 -194  1
  -90   78  3
 -144   84  3
  -40  115  3
   69  224  0
 -160 -237  1
 -130   85  3
 -145   36  3
  -88   85  3
   98  168  0
 -202 -203  1
  110  190  0
  149 -147  2
 -131   57  3
  189 -159  2
  -85   73  3
 -240  238  4
 -111   42  3
  -96  117  3
   78  196  0
 -208  171  4
  118  -98  2
  132 -153  2
  156  222  0
 -118   70  3
   95  197  0
 -203  214  4
 -230  245  4
  143  -55  2
 -160  228  4
 -241  180  4
 -139 -201  1
 -209  186  4
 -180 -228  1
 -241 -201  1
  125  184  0
 -198  240  4
   87  176  0
  185 -161  2
 -187  200  4
 -170  264  4
   83  200  0
  141 -163  2
 -122   59  3
  -96   64  3
  107  134  0
  130 -164  2
   59  192  0
  108  190  0
 -222 -199  1
 -193  193  4
 -208  190  4
 -200  201  4
 -211 -149  1
  106  202  0
  141  206  0
 -207 -205  1
  -85   74  3
  158 -156  2
  127  224  0
  122  245  0
 -191 -224  1
 -182 -191  1
  141  149  0
  -90   69  3
 -120    5  3
 -221    9  4
 -108  108  3
 -216 -198  1
 -230  191  4
  184 -172  2
 -240  238  4
 -189  206  4
  -76   58  3
 -217 -195  1
 -195  214  4
  191 -202  2
 -170 -218  1
  -77   72  3
 -137   62  3
 -111   63  3
  127 -181  2
 -223  173  4
  -84   98  3
 -248 -167  1
 -219 -214  1
 -189 -251  1
  140  216  0
 -219 -165  1
 -100   51  3
  101  163  0
 -216  199  4
 -189 -221  1
  173 -170  2
 -193 -185  1
 -223 -206  1
  187 -167  2
   87 -142  2
  109  196  0
 -121   79  3
  187 -139  2
 -124   63  3
 -211  216  4
  146  185  0
  138 -167  2
   69  230  0
 -115   42  3
 -134   73  3
   64  199  0
 -167 -207  1
  103  196  0
  130  202  0
  -66   74  3
 -178 -232  1
 -110   48  3
  119  167  0
   97  245  0
 -198  204  4
 -125   62  3
 -236 -155  1
 -267 -152  1
 -185 -188  1
 -184 -214  1
 -117   84  3
   67  192  0
  134 -132  2
 -194 -216  1
  111  217  0
  123  205  0
 -114   40  3
  -53   63  3
   80  247  0
  109  194  0
  148 -173  2
  166  180  0
 -139  110  3
 -231  219  4
  136 -150  2
 -189 -209  1
  108  191  0
  102  221  0
 -192 -201  1
 -201  190  4
 -100   86  3
  173 -175  2
  108  212  0
 -195 -233  1
  -90   80  3
 -115   57  3
 -125   54  3
 -186  193  4
 -222 -181  1
  110  218  0
 -181 -174  1
 -176 -206  1
  149 -100  2
 -116   54  3
 -231 -241  1
 -221 -198  1
  111  201  0
 -143   93  3
 -108   79  3
   48  161  0
 -200  199  4
 -210  192  4
 -196  189  4
 -210  234  4
  -47   67  3
 -138   73  3
  -97 -129  2
 -209 -223  1
 -274  201  4
  156  216  0
   86  176  0
 -108   86  3
  116 -134  2
 -209 -173  1
  124  141  0
 -101   37  3
  178 -116  2
 -204  194  4
 -113   49  3
  -60   18  3
  138  256  0
 -222 -149  1
 -225  207  4
   98  214  0
  100  199  0
 -197 -208  1
 -132   64  3
 -223  202  4
  100  164  0
 -103   59  3
 -111  109  3
  -82    8  3
 -210  185  4
  118  209  0
 -224 -259  1
 -110   93  3
 -178 -248  1
  105 -152  2
  171 -176  2
   88  193  0
  188 -108  2
  137 -168  2
 -193  212  4
 -171 -145  1
 -198 -193  1
 -189  229  4
 -178  168  4
 -188  235  4
  169 -147  2
 -193  219  4
  115  180  0
  130 -133  2
 -184  178  4
 -182  261  4
  176 -142  2
  -92   65  3
 -224 -186  1
  190 -136  2
  -70  116  3
   88  193  0
  115  278  0
 -218  225  4
 -198 -176  1
 -180  198  4
 -208 -247  1
  154 -175  2
  179 -142  2
  140 -135  2
 -213  173  4
 -218 -207  1
 -200  151  4
  165 -148  2
  168 -137  2
 -180  270  4
 -235  176  4
  109  214  0
 -208 -204  1
  122  225  0
 -115   28  3
  168 -121  2
 -102   65  3
 -198  157  4
 -236 -198  1
 -143   44  3
 -166  197  4
 -188  230  4
  180 -149  2
  163 -150  2
  -83   39  3
 -187 -216  1
 -206 -221  1
 -232  224  4
 -186  224  4
 -117   47  3
 -110   57  3
  104  201  0
 -191  207  4
 -242 -189  1
 -210 -176  1
 -159 -186  1
   90  238  0
   81  202  0
  151 -176  2
 -208 -207  1
 -193  193  4
 -164  179  4
  108  197  0
 -238  245  4
  124 -162  2
 -129   64  3
   68  222  0
  135  173  0
 -157 -150  1
 -214 -213  1
  -97   52  3
  170 -180  2
 -208  198  4
 -205 -226  1
 -168  183  4
  169 -170  2
 -207  218  4
  -43  182  0
 -197 -229  1
 -138  233  4
  163 -133  2
 -209 -203  1
  -69   81  3
 -214 -192  1
 -190  195  4
   86 -175  2
 -194  203  4
  152 -135  2
 -184 -234  1
  -60  110  3
  152 -147  2
  -65  204  0
   74  216  0
 -121   46  3
  109 -104  2
  141  199  0
  155 -147  2
 -198 -202  1
 -185 -251  1
 -188 -154  1
  147 -136  2
 -192  199  4
   79 -124  0
 -126   32  3
 -225  209  4
 -200  239  4
 -212  230  4
 -107   53  3
 -205  223  4
  169  168  0
 -123   46  3
 -177  228  4
  115  165  0
  137 -122  2
  117 -124  2
  115 -176  2
   69  209  0
  -70   50  3
  142  163  0
 -111   84  3
  189 -122  2
  -73   99  3
  157 -146  2
  115  189  0
 -149  210  4
  133  229  0
 -149   46  3
  181 -156  2
 -132   88  3
 -190 -206  1
 -207 -186  1
 -195  213  4
 -214  163  4
 -137  103  3
  -44   59  3
  101  198  0
   95 -150  2
   92  241  0
  138  219  0
  174 -144  2
  112  174  0
 -193 -192  1
  138 -145  2
 -206  241  4
   61  207  0
   86  216  0
  108  150  0
  154 -192  2
  130  -87  2
 -225 -189  1
  186 -141  2
   86  183  0
 -204  215  4
 -257 -170  1
 -233  173  4
 -203 -218  1
 -138  242  4
  184 -149  2
  -52   44  3
 -216 -196  1
  -77   96  3
 -209 -215  1
  124  205  0
   78  224  0
 -200 -187  1
 -215 -158  1
  159 -157  2
   95  186  0
  171 -174  2
  -97   79  3
 -161 -191  1
 -170  161  4
 -190 -191  1
  161 -178  2
   69  198  0
  152 -146  2
  119  197  0
  158 -123  2
  -45   61  3
 -154  191  4
  -69   72  3
 -190 -194  1
   91  190  0
   95  192  0
  155 -162  2
  156 -133  2
  133  224  0
  -99   93  3
 -208  212  4
  142 -169  2
 -175  174  4
   32  151  0
 -190  243  4
 -192  209  4
  -65   71  3
  160 -111  2
 -211 -226  1
 -160 -164  1
 -234 -187  1
 -208  197  4
  137 -163  2
  159 -156  2
 -181 -166  1
  152 -179  2
  -89  126  3
 -207 -202  1
 -192  188  4
  167 -172  2
  112 -171  2
  -76   31  3
 -201 -175  1
 -170 -193  1
 -218 -193  1
 -228  197  4
 -152 -106  1
 -230 -185  1
  -91   73  3
 -203 -200  1
 -116   75  3
 -213  153  4
  122 -150  2
 -157 -185  1
  -81   44  3
   94  201  0
 -223  246  4
 -200 -211  1
 -150 -231  1
   95  214  0
 -153  228  4
  -85   31  3
   81  176  0
   90  154  0
 -194 -253  1
  -95   59  3
 -109   85  3
 -211  220  4
 -211  220  4
  102  235  0
  152   25  2
 -127  214  4
  155 -126  2
 -118   27  3
  146 -164  2
 -211  191  4
 -122 -153  2
  214 -137  2
   93  181  0
  102  221  0
 -247  220  4
 -134   71  3
   81  225  0
  -21   47  3
 -219  192  4
 -111  100  3
 -209  237  4
  -89   94  3
   62  231  0
  -88   36  3
 -211 -176  1
  -91   59  3
  -99   64  3
  -94   71  3
 -217  216  4
 -234 -209  1
 -200 -149  1
 -117  110  3
 -192  171  4
 -233 -207  1
 -214 -209  1
  102  220  0
  -54   48  3
  -66   87  3
 -200 -207  1
 -178  180  4
  104  175  0
 -223 -140  1
   57  195  0
  109  245  0
  150 -173  2
   76  181  0
  171 -176  2
  191 -153  2
 -107   93  3
 -108   54  3
 -122   62  3
  148 -165  2
  178 -145  2
   62  176  0
 -164  196  4
  138  262  0
 -191 -196  1
  178 -160  2
 -226  207  4
 -227 -169  1
   65  215  0
   96  187  0
  103 -114  2
 -175 -184  1
   44  139  0
  171 -140  2
  154 -166  2
 -173  232  4
  133 -170  2
 -222  173  4
 -128   57  3
  134  155  0
 -244 -192  1
 -233 -164  1
  -86   37  3
 -214  273  4
  117  214  0
  141 -145  2
 -199 -226  1
 -206  248  4
 -219 -201  1
   66  212  0
 -175  169  4
  -68   68  3
 -218  148  4
 -101    5  3
  -75   76  3
 -250  199  4
 -179 -208  1
   95  224  0
  140 -167  2
 -173 -197  1
  122 -150  2
   91  202  0
  103  221  0
 -121   99  3
  136 -151  2
   42  238  0
   91  239  0
 -160 -219  1
 -180  233  4
 -186 -146  1
 -232  206  4
   61  235  0
 -112   64  3
  -97   32  3
 -191  187  4
  -88   82  3
 -218 -192  1
  -26   78  3
 -161  227  4
   85  204  0
 -102   85  3
  135  211  0
  -90   29  3
 -176  206  4
  182 -110  2
  129  176  0
 -240  234  4
 -111   85  3
  149 -142  2
 -176 -186  1
  130  226  0
 -185 -218  1
  144 -120  2
 -222  210  4
 -115   55  3
  150 -166  2
   89  142  0
  101  225  0
  134  213  0
  119 -158  2
 -164  209  4
  175 -158  2
  115  224  0
 -198 -210  1
  133 -140  2
 -206  235  4
 -126   43  3
 -204  199  4
  154 -199  2
 -240  206  4
 -200  164  4
  145 -111  2
 -209  215  4
  132  193  0
   72  147  0
  195 -164  2
 -197  195  4
 -175 -230  1
  139 -167  2
  114  187  0
  115 -117  2
  -91   71  3
 -155  202  4
 -219 -180  1
  -61   42  3
  180 -102  2
 -195  221  4
  -66   74  3
   82  222  0
  -65   75  3
 -195  224  4
 -140 -193  1
 -208  176  4
 -176 -176  1
 -241  182  4
 -192  235  4
 -166 -181  1
  142 -122  2
  -47   55  3
 -230  183  4
 -181  227  4
 -201  199  4
  165 -161  2
  -76   79  3
 -199  190  4
  -92   84  3
 -164  228  4
 -193 -176  1
  -68   48  3
  206 -106  2
 -201 -210  1
 -227 -201  1
  132  201  0
  107  224  0
  147 -168  2
 -111   43  3
  -57   65  3
 -198  222  4
 -230  134  4
 -155  208  4
 -253 -209  1
 -209 -169  1
  109  185  0
   79  198  0
 -204 -210  1
 -188  138  4
  142 -180  2
 -101   64  3
  104  197  0
  133 -101  2
 -226 -207  1
  112 -135  2
  142 -111  2
 -228 -213  1
 -192  184  4
   91  190  0
  104  177  0
  129  210  0
 -226  231  4
 -202  214  4
 -191 -171  1
   77  199  0
 -118   72  3
  161 -143  2
  136 -172  2
   89  191  0
  161 -134  2
 -208 -227  1
 -211 -103  1
 -103   60  3
   77  187  0
   89  220  0
 -207  225  4
   93  236  0
   67  222  0
  152  -90  2
  100  198  0
 -119   30  3
  122  227  0
  -62   59  3
  133  232  0
 -118   76  3
 -221  218  4
  169 -164  2
 -150 -195  1
   63  173  0
 -201  178  4
  126  197  0
  151 -132  2
 -133  100  3
 -200 -171  1
  -91   81  3
 -154  220  4
 -208  181  4
 -186  192  4
  213 -174  2
  176 -164  2
 -208  255  4
   90  219  0
 -203  238  4
  -90   31  3
 -218 -207  1
 -185  247  4
 -192 -225  1
  150 -183  2
 -223  192  4
 -202  223  4
   78  172  0
 -171 -205  1
   74  229  0
  -74  105  3
 -221  218  4
 -180 -176  1
 -123   90  3
 -123   77  3
  103  238  0
   85  185  0
   84  197  0
 -189 -169  1
  101  182  0
 -103   61  3
  112  193  0
 -142   82  3
  -91   62  3
 -203  206  4
   88  202  0
 -193 -203  1
   83  215  0
 -105   84  3
  117  207  0
 -108   64  3
 -117   63  3
  188 -138  2
 -140   77  3
 -210  213  4
 -200 -205  1
  114  194  0
  138 -159  2
   99  211  0
 -225  214  4
 -232  215  4
  -97    2  3
  162 -137  2
 -179 -189  1
  131  172  0
 -164  215  4
 -184 -164  1
  118  182  0
 -187  184  4
  123 -173  2
   94  199  0
  134  209  0
   88  201  0
  119 -146  2
  140  105  2
  -89  107  3
 -273  245  4
   97  230  0
   73  187  0
  156 -157  2
 -146   58  3
 -103   66  3
 -115   50  3
  107  235  0
   65 -135  2
 -240  218  4
 -190 -213  1
  155 -141  2
  126  159  0
  -99  196  4
 -247  187  4
  199 -151  2
   97  216  0
 -182  178  4
  107  229  0
 -238 -218  1
 -115   63  3
  125  199  0
  114  221  0
   68  204  0
   77  178  0
  -99   36  3
 -149 -230  1
  230 -175  1
  -74   85  3
 -169 -206  1
  131 -139  2
 -197 -198  1
 -229 -238  1
 -222 -191  1
  -93   -2  3
 -204  188  4
 -175  171  4
 -163  225  4
  123  228  0
 -134  102  3
  122  183  0
 -178 -239  1
  -95   43  3
  134 -183  2
  -83   80  3
 -183  208  4
 -152 -219  1
  -76   28  3
 -206  217  4
 -206 -160  1
 -209 -185  1
 -224 -205  1
  140 -150  2
  165 -155  2
 -185 -202  1
 -227  182  4
 -213  169  4
  -98   78  3
 -249 -209  1
 -232 -185  1
 -121  193  4
 -184  184  4
 -188 -219  1
 -223  221  4
  -99   91  3
 -105   81  3
  108  159  0
  115  195  0
  159 -171  2
 -199 -230  1
 -190 -199  1
  160 -149  2
  115  202  0
 -178  203  4
  148 -139  2
  114 -158  2
 -101   92  3
  -72   95  3
  122 -170  2
   90  220  0
 -211  188  4
  -88   -7  3
  142 -165  2
   94  236  0
  144 -119  2
 -158  206  4
 -164 -216  1
 -186  203  4
   87  179  0
 -218  212  4
  132 -147  2
 -138   80  3
   75  187  0
   87  209  0
 -168 -183  1
  140 -155  2
 -162  181  4
  116  243  0
  107 -170  2
  181 -154  2
 -131   63  3
 -195 -222  1
  140 -148  2
 -185 -202  1
 -218 -198  1
 -209 -191  1
  -86   98  3
 -184  150  4
 -189 -175  1
 -195  206  4
  114  224  0
   96  215  0
 -104   89  3
  135 -142  2
 -197  181  4
 -113   51  3
  182 -114  2
  -82   60  3
 -200  211  4
  143 -171  2
 -195 -241  1
  144 -143  2
  207 -119  2
  142 -165  2
 -171 -198  1
 -202 -200  1
 -196  186  4
  -86  109  3
  181 -187  2
 -195  179  4
 -102   43  3
  110  187  0
 -187 -167  1
 -202  213  4
 -111   81  3
  -99   95  3
  -55   62  3
 -229 -206  1
 -201 -195  1
 -238 -188  1
 -225 -176  1
 -149  100  3
 -127   78  3
 -182 -205  1
   62  199  0
 -207  170  4
 -187 -183  1
 -205  219  4
   75  192  0
  165 -155  2
  135 -173  2
 -221 -188  1
 -206 -188  1
  108 -169  2
  -43   84  3
 -218  183  4
 -121   94  3
 -178 -242  1
  115 -147  2
  178  -92  2
  130 -135  2
  117  174  0
 -179 -207  1
 -186  167  4
 -141   62  3
  164 -138  2
  -89   44  3
  167 -186  2
  142 -135  2
   53  198  0
  112  161  0
 -120   52  3
 -185 -170  1
 -156  131  3
  182 -155  2
 -197 -161  1
 -170 -190  1
  191  -97  2
   72  206  0
  115 -155  2
 -212 -226  1
  184  -93  2
  121 -201  2
  179 -162  2
 -217    7  4
 -120   65  3
  136 -132  2
  113  241  0
 -158  229  4
  140  185  0
 -226  173  4
   90 -250  1
 -173 -202  1
  157 -163  2
  144 -144  2
  -96   31  3
 -166  171  4
  124  173  0
  186 -204  2
 -195 -179  1
  168 -182  2
   74  211  0
 -146   48  3
 -129   73  3
 -211 -188  1
  -97   69  3
  105  202  0
  135 -103  2
 -158   42  3
  143 -174  2
 -226  233  4
 -120   89  3
 -212  164  4
  166 -131  2
 -177  211  4
 -202 -214  1
 -125   68  3
  -48    5  3
   56  184  0
 -213 -205  1
  181 -113  2
 -239  208  4
   54  192  0
  -87   66  3
  -85   39  3
  -65   82  3
  147 -134  2
  -79   59  3
 -113   49  3
 -190 -232  1
   93  200  0
 -161  190  4
 -197 -209  1
  139 -131  2
  105  185  0
   86  150  0
 -120   97  3
 -216  233  4
